type,dept,party,name,votes,elect
candidate,Francisco Morazán,UD,Adonis Fernando Colindres Amador,4344,0
candidate,Francisco Morazán,UD,Arjany Mariela Ramos Flores,4628,0
candidate,Francisco Morazán,UD,Carlos Alejandro Hernandez Soto,3489,0
candidate,Francisco Morazán,UD,Edwin Alexander Cardona Galvez,2820,0
candidate,Francisco Morazán,UD,Favio Enrique Moncada Nu¿ez,3343,0
candidate,Francisco Morazán,UD,Gustavo  Mendieta Murcia,5010,0
candidate,Francisco Morazán,UD,Jarvin Roberto Sanchez Jimenez,3258,0
candidate,Francisco Morazán,UD,Jeny Yaqueline Sauceda Ramos,3093,0
candidate,Francisco Morazán,UD,Jose Antonio Cruz Oliva,4945,0
candidate,Francisco Morazán,UD,Juan Fernando Gonzalez ,5419,0
candidate,Francisco Morazán,UD,Koritza Raquel Blanco Lopez,3727,0
candidate,Francisco Morazán,UD,Marta Alicia Meza Lagos,3829,0
candidate,Francisco Morazán,UD,Marvin  Ponce Sauceda,21310,0
candidate,Francisco Morazán,UD,Mederlyn Dayanie Lopez Jacome,4957,0
candidate,Francisco Morazán,UD,Mercedes Del Rosario Gomez Zuniga,3260,0
candidate,Francisco Morazán,UD,Milgia Del Carmen Hernandez Suazo,9107,0
candidate,Francisco Morazán,UD,Neira Yareli Banegas Osorio,5703,0
candidate,Francisco Morazán,UD,Nelson Josue Flores Mejia,2959,0
candidate,Francisco Morazán,UD,Osmin David Valle Castillo,2924,0
candidate,Francisco Morazán,UD,Rafael Leonidas Diaz Alcerro,16636,0
candidate,Francisco Morazán,UD,Yeny Fernanda Castillo Escalante,3779,0
candidate,Francisco Morazán,UD,Yohana Rebeca Fu Pe¿a,6470,0
candidate,Gracias a Dios,DC,Ezequiel  Cruz Carrillo,57,0
candidate,Gracias a Dios,LIBRE,Edmundo  Flores Zuniga,4663,0
candidate,Gracias a Dios,Liberal,Seth  Paisano Wood,5031,1
candidate,Gracias a Dios,Nacional,Alberto Samuel Haylock Echeverria,4488,0
candidate,Gracias a Dios,PAC,Emilia  Miranda Martinez,64,0
candidate,Gracias a Dios,PAP,Kenedy  Santos Godfry,86,0
candidate,Gracias a Dios,PINU,Marlen  Manister Pamistan,74,0
candidate,Gracias a Dios,UD-FAPER,Weber  Melado Granwell,76,0
candidate,Intibucá,DC,Jose Alilian Diaz ,620,0
candidate,Intibucá,DC,Maria Del Los Angeles Lopez Valladares,202,0
candidate,Intibucá,DC,Maria Mirsa Vijil Bautista,174,0
candidate,Intibucá,LIBRE,Celso  Sanchez Dominguez,13451,0
candidate,Intibucá,LIBRE,Jose Alberto Vasquez Cruz,15447,1
candidate,Intibucá,LIBRE,Maria Suyapa Aleman Reyes,11861,0
candidate,Intibucá,Liberal,Jorge Maynor Vargas Diaz,18022,1
candidate,Intibucá,Liberal,Maria De La Paz Cantarero ,6737,0
candidate,Intibucá,Liberal,Olga Graciela Bueso Meza,9578,0
candidate,Intibucá,Nacional,Elden  Vasquez ,29323,1
candidate,Intibucá,Nacional,Hodalma Lisseth Benitez Erazo,25278,0
candidate,Intibucá,Nacional,Miguel Angel Gamez ,29042,0
candidate,Intibucá,PAC,Alba Luz Manzanares Ramos,884,0
candidate,Intibucá,PAC,Juan Irene Giron Izaguirre,1047,0
candidate,Intibucá,PAC,Oswal Lennin Calix Mondragon,783,0
candidate,Intibucá,PAP,Daisy Carolina Gutierrez Pineda,236,0
candidate,Intibucá,PAP,Hector  Aguilar Claros,836,0
candidate,Intibucá,PAP,Jose Maria Lemus Nolasco,264,0
candidate,Intibucá,PINU,Delmy Yolibeth Hernandez Amaya,126,0
candidate,Intibucá,PINU,Kenia Argentina Sanchez Bautista,144,0
candidate,Intibucá,PINU,Mario  Vasquez Lemuz,111,0
candidate,Intibucá,UD-FAPER,Bertha Rosa Aguilar Aguilar,112,0
candidate,Intibucá,UD-FAPER,Juan  Mejia ,83,0
candidate,Intibucá,UD-FAPER,Olvin Reyniery Gonzales Dominguez,215,0
candidate,Islas de la Bahía,DC,Jose Uriel Rosales Miranda,64,0
candidate,Islas de la Bahía,FAPER,Oscar  Perez Guillen,316,0
candidate,Islas de la Bahía,LIBRE,Gustavo Adolfo Arriola Arias,1190,0
candidate,Islas de la Bahía,Liberal,Jerry Dave Hynds Julio,6778,1
candidate,Islas de la Bahía,Nacional,George Romeo Silvestri Ferez,4609,0
candidate,Islas de la Bahía,PAC,Oscar Augusto Lobo Discua,210,0
candidate,Islas de la Bahía,PAP,Jorge Alexander Antunez Erazo,420,0
candidate,Islas de la Bahía,PINU,Juan Carlos Gabarrete Velasquez,183,0
candidate,Islas de la Bahía,UD,Henry Alexander Zelaya Santos,387,0
candidate,La Paz,DC,Julio Cesar Orellana Vallecillo,627,0
candidate,La Paz,DC,Luis Alonso Palomo Martinez,579,0
candidate,La Paz,DC,Saira Joselina Isaula Manueles,1533,0
candidate,La Paz,FAPER,Glenis Laritza Lopez Velasquez,180,0
candidate,La Paz,FAPER,Oscar Rolando Melghem Due¿as,132,0
candidate,La Paz,FAPER,Roger Emilio Medina Ramos,210,0
candidate,La Paz,LIBRE,Abel  Benitez ,11637,1
candidate,La Paz,LIBRE,Miriam Elizabeth Perez Zelaya,9797,0
candidate,La Paz,LIBRE,Santos Victorino Rodriguez Yanes,11363,0
candidate,La Paz,Liberal,Manuel De Jesus Velasquez Flores,9375,0
candidate,La Paz,Liberal,Manuel Ivan Fiallos Rodas,10328,1
candidate,La Paz,Liberal,Maria Del Carmen Urquia Martinez,7747,0
candidate,La Paz,Nacional,Gladis Aurora Lopez Calderon,27182,1
candidate,La Paz,Nacional,Policarpo  Bonilla Pinel,17661,0
candidate,La Paz,Nacional,Raul Edgardo Bulnes Barahona,20019,0
candidate,La Paz,PAC,Fernanda  Lopez Perez,526,0
candidate,La Paz,PAC,Jose Ramon Morales Burdett,621,0
candidate,La Paz,PAC,Maria Enecon Perdomo Gomez,716,0
candidate,La Paz,PAP,Hector Adan Almendarez Vasquez,106,0
candidate,La Paz,PAP,Marylu  Troncony Castillo,274,0
candidate,La Paz,PAP,Oscar Edgardo Rodriguez Gomez,251,0
candidate,La Paz,PINU,Candida  Perez ,115,0
candidate,La Paz,PINU,Francisco  Vasquez ,441,0
candidate,La Paz,PINU,Sandra Lorena Argueta Ventura,222,0
candidate,La Paz,UD,Alejandro Jose Mendez Castillo,3934,0
candidate,La Paz,UD,Martza Elizabeth Arriaga ,1447,0
candidate,La Paz,UD,Nelson  Mendez Isaula,1250,0
candidate,Lempira,DC,Jose Alexander Mateo Lopez,62,0
candidate,Lempira,DC,Jose David Carrasco ,117,0
candidate,Lempira,DC,Maria Lucinda Reyes Portillo,121,0
candidate,Lempira,DC,Moises Urias Melgar Guardado,84,0
candidate,Lempira,DC,Nely Ondina Martinez ,266,0
candidate,Lempira,FAPER,Abel De Jesus Iraheta Cantarero,72,0
candidate,Lempira,FAPER,Cesar Dario Meza Padilla,101,0
candidate,Lempira,FAPER,Delmi Yaneth Castellanos Lorenzo,146,0
candidate,Lempira,FAPER,Noe Alejandro Perdomo Paz,71,0
candidate,Lempira,FAPER,Pastora  Villanueva Orellana,75,0
candidate,Lempira,LIBRE,Licida Leonor Borjas Hercules,27523,0
candidate,Lempira,LIBRE,Lily  Aguilar Madrid,28819,1
candidate,Lempira,LIBRE,Ryna Marisol Vasquez Sanchez,28567,0
candidate,Lempira,LIBRE,Victor Manuel Cruz Sanchez,27114,0
candidate,Lempira,LIBRE,Yester Omar Mu¿oz ,32021,1
candidate,Lempira,Liberal,Edgar Kinett Zacapa Lopez,9515,0
candidate,Lempira,Liberal,Erick Mauricio Rodriguez Gavarrete,13092,0
candidate,Lempira,Liberal,Leodegario  Mateo Garcia,6406,0
candidate,Lempira,Liberal,Nery Orlando Reyes Hernandez,14402,0
candidate,Lempira,Liberal,Yolanda Pamela Borjas Aplicano,5718,0
candidate,Lempira,Nacional,Edna Yolani Batres Cruz,50637,0
candidate,Lempira,Nacional,Juan Carlos Valenzuela Molina,53038,1
candidate,Lempira,Nacional,Salvador  Valeriano Pineda,53186,1
candidate,Lempira,Nacional,Samuel Armando Reyes Rendon,55971,1
candidate,Lempira,Nacional,Yesenia Soledad Gomez Alvarenga,48079,0
candidate,Lempira,PAC,Betulia  Ruiz Mejia,367,0
candidate,Lempira,PAC,Doreen Esther Flores Orellana,321,0
candidate,Lempira,PAC,Edvin Nery Cruz Mejia,259,0
candidate,Lempira,PAC,Jesus Hernan Cruz Perez,567,0
candidate,Lempira,PAC,Olga Floribel Aragon Posadas,373,0
candidate,Lempira,PAP,Alex Eduardo Menjivar Paz,41,0
candidate,Lempira,PAP,Gilma Patricia Rivas Mejia,48,0
candidate,Lempira,PAP,Juan Jose Reyes ,45,0
candidate,Lempira,PAP,Marcos Leopoldo Hernandez Suazo,90,0
candidate,Lempira,PAP,Sulema Josefina Escalante Gomez,32,0
candidate,Lempira,PINU,Candido  Dubon Ramirez,70,0
candidate,Lempira,PINU,Hector Armando Martinez Reyes,163,0
candidate,Lempira,PINU,Karen Yameli Garcia Murillo,189,0
candidate,Lempira,PINU,Loorbin Oralia Hernandez Aguilar,100,0
candidate,Lempira,PINU,Maria Santos Licona ,82,0
candidate,Lempira,UD,Aracely  Portillo Castillo,45,0
candidate,Lempira,UD,Blanca Rosa Guardado Lopez,48,0
candidate,Lempira,UD,Marino  Nataren Melendez,53,0
candidate,Lempira,UD,Teodoro  Diaz Bautista,79,0
candidate,Lempira,UD,Zonia Maibeli Diaz Landaverde,79,0
candidate,Ocotepeque,DC,Fany Marisol Valle Valle,198,0
candidate,Ocotepeque,DC,Jose Alexis Miranda Hernandez,192,0
candidate,Ocotepeque,FAPER,Martha Lidia Hercules Arana,101,0
candidate,Ocotepeque,FAPER,Victor Manuel Chinchilla Valle,90,0
candidate,Ocotepeque,LIBRE,Maria Del Transito Lara ,7278,0
candidate,Ocotepeque,LIBRE,Oscar Orlando Caceres Ruiz,11474,0
candidate,Ocotepeque,Liberal,Hugo Ricardo Hernandez ,12991,1
candidate,Ocotepeque,Liberal,Sandra Amparo Arita Lopez,5981,0
candidate,Ocotepeque,Nacional,Roman  Villeda Aguilar,23353,1
candidate,Ocotepeque,Nacional,Valencita Odalis Leveron Rosa,5355,0
candidate,Ocotepeque,PAC,Julio Alberto Tinoco Espinoza,995,0
candidate,Ocotepeque,PAC,Nancy Marilu Lemuz Zolorsano,633,0
candidate,Ocotepeque,PAP,Elva Guadalupe Pineda Fuentes,38,0
candidate,Ocotepeque,PAP,Rafael Antonio Peraza Guerra,87,0
candidate,Ocotepeque,PINU,Iris Marisol Lopez Gonzalez,134,0
candidate,Ocotepeque,PINU,Luis Alfonzo Jimenez Escobar,93,0
candidate,Ocotepeque,UD,Paim  Gonzalez Perez,37,0
candidate,Ocotepeque,UD,Secia Keren Santos Rivera,41,0
candidate,Olancho,DC,Bernardo Abrahan Cubas ,605,0
candidate,Olancho,DC,Erlin Antonio Hernandes Caceres,1999,0
candidate,Olancho,DC,Flavio Javier Najera Zelaya,4000,0
candidate,Olancho,DC,Fredy Alberto Ordo¿ez Romero,638,0
candidate,Olancho,DC,Lorenza Del Carmen Aguilar Galeano,1530,0
candidate,Olancho,DC,Mirna Areli Padilla Mencia,2050,0
candidate,Olancho,DC,Nora Betina Rodriguez Caceres,1272,0
candidate,Olancho,FAPER,Eda Argentina Bonilla Barralaga,344,0
candidate,Olancho,FAPER,Hector Luis Rubio Artica,226,0
candidate,Olancho,FAPER,Ledis Fabiola Ortiz Funez,637,0
candidate,Olancho,FAPER,Luis Fernando Hernandez Mateo,397,0
candidate,Olancho,FAPER,Manuel Alexis Rodriguez Banegas,410,0
candidate,Olancho,FAPER,Milton Augusto Hernandez Andrade,401,0
candidate,Olancho,FAPER,Yonary Lizeth Yanez Cardenas,738,0
candidate,Olancho,LIBRE,Jose Manuel Zelaya Rosales,64538,1
candidate,Olancho,LIBRE,Jose Ramon Caballero Fajardo,42679,0
candidate,Olancho,LIBRE,Jose Salvador Arnodo Mercado,40489,0
candidate,Olancho,LIBRE,Mario Alexander Ayala Turcios,45636,1
candidate,Olancho,LIBRE,Mario Arturo Padilla Mendoza,41492,0
candidate,Olancho,LIBRE,Miguel Angel Navarro Cruz,52839,1
candidate,Olancho,LIBRE,Yadira Floribeth Alvarez Licona,44008,0
candidate,Olancho,Liberal,Elman Joel Sandoval Sabonge,18586,0
candidate,Olancho,Liberal,Fredy Renan Najera Montoya,22943,1
candidate,Olancho,Liberal,Justo Rene Martinez Miralda,11155,0
candidate,Olancho,Liberal,Luis Beltran Irias Lainez,9183,0
candidate,Olancho,Liberal,Milton Mateo Montalvan Mejia,15505,0
candidate,Olancho,Liberal,Oscar Rolando Flores Pinot,10622,0
candidate,Olancho,Liberal,Sifred Eugenio Brown Mendez,13198,0
candidate,Olancho,Nacional,Dennis Lizandro Mejia Zelaya,50427,0
candidate,Olancho,Nacional,Gilliam  Guifarro Montes De Oca,46537,0
candidate,Olancho,Nacional,Jose Francisco Rivera Hernandez,58522,1
candidate,Olancho,Nacional,Maria Dolores Garcia Guifarro,55802,0
candidate,Olancho,Nacional,Reinaldo Antonio Sanchez Rivera,62743,1
candidate,Olancho,Nacional,Santos Ernesto Calix Molina,53636,0
candidate,Olancho,Nacional,Teresa Concepcion Calix Raudales,59411,1
candidate,Olancho,PAC,Blanca Rosa Del Socorro Rivera Ferrera,2023,0
candidate,Olancho,PAC,Diana Maribel Hernandez Blandin,2130,0
candidate,Olancho,PAC,Enma Mariela Rojas Pacheco,1913,0
candidate,Olancho,PAC,Jorge Leonardo Casco Mendoza,2380,0
candidate,Olancho,PAC,Norma Sagrario Rivera Ferrera,2219,0
candidate,Olancho,PAC,Oscar Samuel Aleman Gutierrez,3423,0
candidate,Olancho,PAC,Osman Roney Banegas Ruiz,1899,0
candidate,Olancho,PAP,Alex David Sandoval Sabonge,907,0
candidate,Olancho,PAP,Hector Oqueli Sarmiento Padilla,2378,0
candidate,Olancho,PAP,Leticia Carolina Madrid Hernandez,364,0
candidate,Olancho,PAP,Lindolfo Rafael Godoy Cabrera,1018,0
candidate,Olancho,PAP,Tania Iveth Romero Lobo,437,0
candidate,Olancho,PAP,Tulio Favian Zelaya Lobo,1223,0
candidate,Olancho,PAP,Yesy Marisela Pagoada Villafranc,347,0
candidate,Olancho,PINU,Andres Eduardo Hernandez ,1109,0
candidate,Olancho,PINU,Dennis Enrrique Rosales Murillo,466,0
candidate,Olancho,PINU,Maria Isabel Garcia Lopez,506,0
candidate,Olancho,PINU,Omar Isaias Pacheco Tejeda,2208,0
candidate,Olancho,PINU,Oscar Bilmer Salazar Rivera,1185,0
candidate,Olancho,PINU,Sindi Carolina Valdez Matute,288,0
candidate,Olancho,PINU,Yolani Albertina Talavera Cruz,480,0
candidate,Olancho,UD,Amalia Yaneth Inestroza Guifarro,1523,0
candidate,Olancho,UD,Juan Alberto Rodriguez Mercadal,2156,0
candidate,Olancho,UD,Karla Maribel Aleman Mejia,1431,0
candidate,Olancho,UD,Liliana Concepcion Medina Ayala,2660,0
candidate,Olancho,UD,Marcos Ramiro Lobo Rosales,7081,0
candidate,Olancho,UD,Rossel Lorenzo Argueta Tejeda,2546,0
candidate,Olancho,UD,Walter Manrrique Juarez Hernandez,1947,0
candidate,Santa Bárbara,DC,Argentina  Garcia ,1792,0
candidate,Santa Bárbara,DC,Edin Armando Rodriguez Pineda,1747,0
candidate,Santa Bárbara,DC,Indira Isabel Delattibodier Amaya,929,0
candidate,Santa Bárbara,DC,Juventina  Rodriguez ,617,0
candidate,Santa Bárbara,DC,Marlyn Gicela Lopez Dubon,828,0
candidate,Santa Bárbara,DC,Rafael  Paz Deras,1998,0
candidate,Santa Bárbara,DC,Raul Alberto Hernandez Rivera,4613,0
candidate,Santa Bárbara,DC,Valentin  Benitez Banegas,736,0
candidate,Santa Bárbara,DC,Yanida Navidad Reyes Toro,518,0
candidate,Santa Bárbara,FAPER,Adalicia  Cardona Ponce,540,0
candidate,Santa Bárbara,FAPER,Angel Maria Herrera Sanchez,261,0
candidate,Santa Bárbara,FAPER,Digna  Benitez Benitez,345,0
candidate,Santa Bárbara,FAPER,Ely Sonia Pineda Guardado,412,0
candidate,Santa Bárbara,FAPER,Jerson Adalid Mejia Trochez,344,0
candidate,Santa Bárbara,FAPER,Jesus Baltazar Martinez Trochez,409,0
candidate,Santa Bárbara,FAPER,Jose Ramon Vasquez Diaz,390,0
candidate,Santa Bárbara,FAPER,Maria  Enamorado ,374,0
candidate,Santa Bárbara,FAPER,Medardo Isac Orellana Orellana,283,0
candidate,Santa Bárbara,LIBRE,Alejandra Maria Mancia Gomez,50261,1
candidate,Santa Bárbara,LIBRE,Carlos Alberto Interiano ,49134,1
candidate,Santa Bárbara,LIBRE,Dennys Antonio Sanchez Fernandez,49059,1
candidate,Santa Bárbara,LIBRE,Edgardo Antonio Casa¿a Mejia,50770,1
candidate,Santa Bárbara,LIBRE,Jorge Enoc Flores ,48685,0
candidate,Santa Bárbara,LIBRE,Jose Ramon Amaya Caballero,48003,0
candidate,Santa Bárbara,LIBRE,Medardo  Rosa Pineda,39859,0
candidate,Santa Bárbara,LIBRE,Oscar Elvir Mendoza Rodriguez,47476,0
candidate,Santa Bárbara,LIBRE,Ramon Enrique Romero Garcia,46353,0
candidate,Santa Bárbara,Liberal,Jesus Dagoberto Perdomo Chavez,14066,0
candidate,Santa Bárbara,Liberal,Juan Carlos Enamorado Alcantara,9993,0
candidate,Santa Bárbara,Liberal,Luis Edgardo Murillo Pineda,6351,0
candidate,Santa Bárbara,Liberal,Marco Tulio Mu¿oz Lopez,7371,0
candidate,Santa Bárbara,Liberal,Mirna Angelica Cardona Rivera,7305,0
candidate,Santa Bárbara,Liberal,Rina Cecilia Barahona Jerezano,5749,0
candidate,Santa Bárbara,Liberal,Rommel  Caballero Mejia,6309,0
candidate,Santa Bárbara,Liberal,Sonia Argentina Fajardo Regalado,6583,0
candidate,Santa Bárbara,Liberal,Victor Rolando Sabillon Sabillon,17443,1
candidate,Santa Bárbara,Nacional,Carmen Alicia Funez Leiva,45449,0
candidate,Santa Bárbara,Nacional,Cesar Enrique Handal Fernandez,50421,1
candidate,Santa Bárbara,Nacional,Claudio Roberto Perdomo Interiano,46608,0
candidate,Santa Bárbara,Nacional,Dixie Roberto Mejia Ayala,43729,0
candidate,Santa Bárbara,Nacional,Mario Alonso Perez Lopez,52271,1
candidate,Santa Bárbara,Nacional,Martha Concepcion Figueroa Torrez,51423,1
candidate,Santa Bárbara,Nacional,Nely  Pineda Ayala,44292,0
candidate,Santa Bárbara,Nacional,Rolando  Dubon Bueso,53540,1
candidate,Santa Bárbara,Nacional,Selma Yadira Silva Rodriguez,46933,0
candidate,Santa Bárbara,PAC,Alma Azucena Teruel Medina,4187,0
candidate,Santa Bárbara,PAC,Florentina  Reyes Herrera,3489,0
candidate,Santa Bárbara,PAC,Gloria Yasmin Meza Erazo,5750,0
candidate,Santa Bárbara,PAC,Jose Adalid Rivera Perez,5116,0
candidate,Santa Bárbara,PAC,Jose Maria Perdomo Ulloa,4816,0
candidate,Santa Bárbara,PAC,Kenia Maricela Lopez Gonzales,4547,0
candidate,Santa Bárbara,PAC,Leonel  Ayala Flores,5612,0
candidate,Santa Bárbara,PAC,Merlin Nohe Escobar Hernandez,6062,0
candidate,Santa Bárbara,PAC,Teodocio  Paz ,5148,0
candidate,Santa Bárbara,PAP,Carlos Jose Banegas ,238,0
candidate,Santa Bárbara,PAP,Celenia Maria Borjas Martinez,202,0
candidate,Santa Bárbara,PAP,Flora Idalma Lopez Vallecillo,100,0
candidate,Santa Bárbara,PAP,Glenda Arely Alonzo Barahona,187,0
candidate,Santa Bárbara,PAP,Jesus Guillermo Alonzo Trejo,155,0
candidate,Santa Bárbara,PAP,Luis Guillermo Rivera Medrano,231,0
candidate,Santa Bárbara,PAP,Oscar Orlando Guzman Bennett,226,0
candidate,Santa Bárbara,PAP,Osvaldo Omar Caballero Rapalo,134,0
candidate,Santa Bárbara,PAP,Pastora  Madrid Garcia,182,0
candidate,Santa Bárbara,UD,Blanca Suyapa Membre¿o Matute,1137,0
candidate,Santa Bárbara,UD,Coronado  Gomez Izaguirre,1500,0
candidate,Santa Bárbara,UD,Idania Yadira Rodriguez ,2390,0
candidate,Santa Bárbara,UD,Jose Ramon Gomez ,2527,0
candidate,Santa Bárbara,UD,Liduvina  Perdomo Castellanos,2837,0
candidate,Santa Bárbara,UD,Lily May Oliver Urbina,1616,0
candidate,Santa Bárbara,UD,Maria Teresa Sabillon Turcios,1461,0
candidate,Santa Bárbara,UD,Oscar Humberto Mejia Hernandez,4133,0
candidate,Santa Bárbara,UD,Sergio Arturo Castellanos Perdomo,15249,0
candidate,Valle,DC,Carlos Humberto Manzanares Cabrera,4364,0
candidate,Valle,DC,Flora Azucena Avila Matamoros,1909,0
candidate,Valle,DC,Jisela Rosmery Godinez Nu¿ez,1680,0
candidate,Valle,DC,Rodrigo Alexis Romero Villalobos,1585,0
candidate,Valle,LIBRE,Eleazar Alexander Juarez Sarabia,11992,1
candidate,Valle,LIBRE,Rony  Cruz Castillo,8048,0
candidate,Valle,LIBRE,Rony Javier Paz Reyes,9526,0
candidate,Valle,LIBRE,Wilfredo  Guevara Trujillo,9497,0
candidate,Valle,Liberal,Elida Karina Reyes Posadas,11185,0
candidate,Valle,Liberal,Jeronimo Aristides Gonzales Hernandez,10232,0
candidate,Valle,Liberal,Jose Alfredo Saavedra Paz,20282,1
candidate,Valle,Liberal,Rosario Emperatris Carias ,10226,0
candidate,Valle,Nacional,Ana Julia Garcia Villalobos,14189,0
candidate,Valle,Nacional,Jose Tomas Zambrano Molina,20988,1
candidate,Valle,Nacional,Luz Arely Valdez Melendez,14668,0
candidate,Valle,Nacional,Marcos Antonio Velasquez ,15893,1
candidate,Valle,PAC,Bernabe  Larios Villatoro,3886,0
candidate,Valle,PAC,Daniela Paola Flores Morales,1854,0
candidate,Valle,PAC,Ebesly Ribai Reyes Bustamante,1223,0
candidate,Valle,PAC,Karen Lorena Lemus Berrios,1111,0
candidate,Valle,PAP,Elva Noemy Manzanares Villatoro,138,0
candidate,Valle,PAP,Erwin Gustavo Baquedano Mejia,430,0
candidate,Valle,PAP,Jose Catalino Martinez Garcia,220,0
candidate,Valle,PAP,Nancy Fabiola Alvarado Osorio,227,0
candidate,Valle,PINU,Denis Amilcar Flores Ortiz,200,0
candidate,Valle,PINU,Francis Alejandra Linarez Gutierrez,126,0
candidate,Valle,PINU,Lidia Yesenia Cruz Lainez,139,0
candidate,Valle,PINU,Miguel Angel Talavera Cruz,206,0
candidate,Valle,UD,Karla Patricia Aguilera Villalobos,151,0
candidate,Valle,UD,Lino  Godinez ,559,0
candidate,Valle,UD,Martir Eusebio Alvarado Izaguirre,306,0
candidate,Valle,UD,Roxana Gabriela Ramirez Ramirez,55,0
candidate,Yoro,DC,Adan De Jesus Ramirez Figueroa,1693,0
candidate,Yoro,DC,Denis Javier Cruz Martinez,2081,0
candidate,Yoro,DC,Doris Yanira Bautista Ortiz,564,0
candidate,Yoro,DC,Eva Rosario Martinez Sanchez,766,0
candidate,Yoro,DC,Francisco Javier Funez Ortega,1574,0
candidate,Yoro,DC,Juan Carlos Arita Licona,833,0
candidate,Yoro,DC,Juan Manuel Lagos Ortiz,1273,0
candidate,Yoro,DC,Paola Elena Orellana Martinez,1823,0
candidate,Yoro,DC,Yadira Yamileth Reyes Cabrera,1792,0
candidate,Yoro,FAPER,Aydee Margoth Sandoval Mendoza,641,0
candidate,Yoro,FAPER,Claudia Patricia Rosales Elias,632,0
candidate,Yoro,FAPER,Gloria Elizabeth Caballero Moya,536,0
candidate,Yoro,FAPER,Jairo Roylan Mendoza Mejia,357,0
candidate,Yoro,FAPER,Jose Omar Hernandez ,429,0
candidate,Yoro,FAPER,Lesly Amparo Echeverria Matamoros,414,0
candidate,Yoro,FAPER,Manuela Del Carmen Maldonado Rodriguez,333,0
candidate,Yoro,FAPER,Marvin Alexis Ramirez Juarez,824,0
candidate,Yoro,FAPER,Sara Lizet Sorto Lorenzo,466,0
candidate,Yoro,LIBRE,Ana Marlen Morales Reyes,32400,0
candidate,Yoro,LIBRE,Bartolo Antonio Fuentes ,35288,1
candidate,Yoro,LIBRE,Danilo Alexander Tejada Murillo,34778,0
candidate,Yoro,LIBRE,Hector Antonio Mejia ,31690,0
candidate,Yoro,LIBRE,Irma Aida Reyes Coello,36800,1
candidate,Yoro,LIBRE,Jairo Miguel Hernandez ,34089,0
candidate,Yoro,LIBRE,Mercedes Emilia Avila Panchame,34053,0
candidate,Yoro,LIBRE,Paula Crecencia Duran Soto,35984,1
candidate,Yoro,LIBRE,Santos Alfonzo Vasquez Sanchez,34516,0
candidate,Yoro,Liberal,Daniela  Marquez Rivera,24157,0
candidate,Yoro,Liberal,Delmi Graciela Rivera Guevara,25316,0
candidate,Yoro,Liberal,Enrique Orlando Cano Palma,20265,0
candidate,Yoro,Liberal,Jose Vivian Portillo Ramirez,30257,1
candidate,Yoro,Liberal,Maria Luisa Pineda Hernandez,25232,0
candidate,Yoro,Liberal,Maritza Janeth Varela Martinez,28581,1
candidate,Yoro,Liberal,Ricardo Arturo Cruz Navarro,28027,0
candidate,Yoro,Liberal,Roberto Antonio Orellana Velasquez,23710,0
candidate,Yoro,Liberal,Sergio Armando Delgado ,22413,0
candidate,Yoro,Nacional,Diana Patricia Urbina Soto,44282,1
candidate,Yoro,Nacional,Jeffrey Alexander Flores Chavarria,41556,1
candidate,Yoro,Nacional,Juan Carlos Molina Puerto,40682,0
candidate,Yoro,Nacional,Milton Jesus Puerto Oseguera,44878,1
candidate,Yoro,Nacional,Navil Enrique Hawit Valle,34828,0
candidate,Yoro,Nacional,Oscar Remberto Hawit Garcia,36776,0
candidate,Yoro,Nacional,Rene Alfredo Chacon Flores,33899,0
candidate,Yoro,Nacional,Ricardo Arturo Bermudez Wills,39150,0
candidate,Yoro,Nacional,Victor Manuel Fonseca Flores,36052,0
candidate,Yoro,PAC,Angel Roberto Rivera Pacheco,12835,1
candidate,Yoro,PAC,Claudia Lorena Flores Lopez,11312,0
candidate,Yoro,PAC,Dennis Johan Collins Orellana,11452,0
candidate,Yoro,PAC,Eugenia  Turcios Garcia,10586,0
candidate,Yoro,PAC,Fausto Ricardo Carias Mahchi,11059,0
candidate,Yoro,PAC,Jorge Adalid Diaz Martell,12275,0
candidate,Yoro,PAC,Liberato  Madrid Castro,12791,0
candidate,Yoro,PAC,Marlene Yesenia Izaguirre Vasquez,11794,0
candidate,Yoro,PAC,Silvia Mariel Ponce Ferrufino,11249,0
candidate,Yoro,PAP,Arlene Josaary Rea¿os Linares,494,0
candidate,Yoro,PAP,Dilcia Rosibel Lopez Velasquez,254,0
candidate,Yoro,PAP,Evelyn Jeanneth Archaga Vasquez,304,0
candidate,Yoro,PAP,Francisco Yalil Martinez Gabrie,244,0
candidate,Yoro,PAP,Higda Amparo Andino Guevara,551,0
candidate,Yoro,PAP,Jerson Omar Velasquez Villatoro,645,0
candidate,Yoro,PAP,Miguel Angel Garcia Fajardo,460,0
candidate,Yoro,PAP,Nelson David Leiva Banegas,428,0
candidate,Yoro,PAP,Santos Faustino Padilla Figueroa,201,0
candidate,Yoro,PINU,Alejandro  Galvez Cano,1008,0
candidate,Yoro,PINU,Blanca Aracely Matute Sanchez,822,0
candidate,Yoro,PINU,Jorge Alberto Andino Garcia,598,0
candidate,Yoro,PINU,Jose David Cruz Cruz,1010,0
candidate,Yoro,PINU,Maria  Contreras Licona,608,0
candidate,Yoro,PINU,Maria Del Carmen Bonilla Martinez,751,0
candidate,Yoro,PINU,Maria Marlenis Yanez Maldonado,796,0
candidate,Yoro,PINU,Oscar Mardoqueo Lopez Martinez,708,0
